brand,model,city,km,price
2018 Chevrolet,Silverado 2500HD,Granby · QC,185858.0,46988.0
2018 Volkswagen,Tiguan,Saint-Hubert · QC,107549.0,22999.0
2018 Alfa Romeo,Giulia,Saint-Hubert · QC,55547.0,27499.0
2021 Bmw,X3,Blainville · QC,44500.0,33950.0
2021 Toyota,Tundra,Granby · QC,92000.0,44988.0
2022 Chevrolet,Silverado 1500,Drummondville · QC,15795.0,52995.0
2023 Mitsubishi,RVR,Saint-Hubert · QC,7028.0,25499.0
2019 Nissan,Kicks,Saint-Hubert · QC,82169.0,19999.0
2019 Ford,EDGE,Saint-Hubert · QC,112930.0,23949.0
2018 Kia,Rio 5-door,Saint-Hubert · QC,93764.0,18499.0
2022 Tesla,Model 3,Brossard · QC,37800.0,49985.0
2016 Mini,Cooper,Saint-Hubert · QC,59765.0,14499.0
2020 Hyundai,Ioniq Electric,Saint-Hubert · QC,77275.0,21499.0
2021 Hyundai,Elantra,Saint-Hubert · QC,77030.0,22999.0
2023 Hyundai,Kona,Saint-Jerome · QC,20848.0,23895.0
2017 Kia,Rio,Saint-Jerome · QC,105514.0,13985.0
2018 Nissan,Leaf,Saint-Eustache · QC,139369.0,16995.0
2024 Kia,Seltos,Pincourt · QC,14006.0,29995.0
2018 Kia,Rio 5-door,Saint-Jerome · QC,52647.0,16995.0
2014 Chevrolet,Trax,Pincourt · QC,144821.0,8978.0
2019 Toyota,Prius C,Montreal · QC,57052.0,21900.0
2022 Chevrolet,EQUINOX LT,Pincourt · QC,15200.0,28537.0
2021 Buick,Envision,Pincourt · QC,14828.0,32307.0
2022 Audi,Q3,Blainville · QC,8500.0,39950.0
2017 Chevrolet,Malibu,Saint-Jerome · QC,115960.0,15995.0
2018 Honda,Civic,Pincourt · QC,183020.0,15995.0
2021 Ford,F-150,Saint-Jerome · QC,78681.0,49955.0
2023 Toyota,SIENNA XSE 7 PLACES,Montreal · QC,31293.0,62900.0
2018 Audi,A3,Blainville · QC,71000.0,21950.0
2021 Buick,Encore GX,Pincourt · QC,48406.0,23790.0
2013 Toyota,Prius C,Montreal · QC,204563.0,9900.0
2019 Honda,Civic,Pincourt · QC,92891.0,18295.0
2019 Hyundai,Elantra,Brossard · QC,95017.0,18485.0
2013 Hyundai,Elantra,Pincourt · QC,216805.0,5999.0
2020 Mazda,CX-5,Pincourt · QC,94725.0,23477.0
2019 Jeep,Compass,Pincourt · QC,90249.0,20990.0
2019 Kia,Forte,Saint-Jerome · QC,101115.0,14495.0
2021 Toyota,4Runner,Pincourt · QC,111970.0,47338.0
2021 Mazda,CX-5,Saint-Eustache · QC,65362.0,25997.0
2021 Nissan,Rogue,Saint-Eustache · QC,61843.0,24994.0
2018 Hyundai,Tucson,Saint-Eustache · QC,97000.0,19450.0
2019 Subaru,Wrx,Saint-Jerome · QC,54634.0,25495.0
2022 Nissan,Rogue,Blainville · QC,14542.0,34986.0
2017 Buick,Encore,Pincourt · QC,51684.0,18861.0
2019 Honda,CIVIC SPORT,Pincourt · QC,69239.0,21257.0
2019 Hyundai,Santa Fe,Saint-Eustache · QC,88901.0,22996.0
2020 Bmw,3 Series,Blainville · QC,61600.0,32950.0
2019 Toyota,COROLLA LE CVT,Montreal · QC,50929.0,20690.0
2019 Chevrolet,Express,Saint-Hyacinthe · QC,86371.0,44894.0
2022 Ford,Maverick,Saint-Eustache · QC,46891.0,32995.0
2020 Mazda,CX-5,Pincourt · QC,65901.0,24977.0
2011 Jeep,Grand Cherokee,Pincourt · QC,178000.0,9999.0
2020 Honda,Civic,Pincourt · QC,85767.0,22995.0
2020 Hyundai,Elantra,Blainville · QC,47036.0,22987.0
2019 Kia,Sorento,Saint-Eustache · QC,86623.0,25995.0
2020 Hyundai,Tucson,Saint-Eustache · QC,60411.0,22889.0
2024 Honda,Pilot,Pincourt · QC,5800.0,64495.0
2022 Chevrolet,Trailblazer,Pincourt · QC,22972.0,29043.0
2020 Volvo,XC40,Saint-Jerome · QC,82707.0,28985.0
2018 Acura,TLX,Saint-Eustache · QC,139461.0,22994.0
2017 Hyundai,Tucson,Saint-Hyacinthe · QC,126030.0,17994.0
2015 Mercedes-Benz,GLA-Class,Pincourt · QC,89601.0,19477.0
2022 Kia,Sorento,Saint-Eustache · QC,55326.0,34992.0
2021 Ford,Escape,Saint-Eustache · QC,126497.0,21995.0
2020 Ford,Transit Cargo Van,Pincourt · QC,80053.0,48543.0
2016 Audi,Q3,Pincourt · QC,116000.0,16036.0
2021 Cadillac,XT4,Brossard · QC,75445.0,36485.0
2019 Ford,EcoSport,Pincourt · QC,28162.0,20543.0
2021 Kia,Rio 5-door,Pincourt · QC,57836.0,18038.0
2020 Acura,RDX,Brossard · QC,55405.0,38985.0
2011 Mazda,Mazda2,Blainville · QC,158563.0,6487.0
2019 Gmc,Sierra 2500HD,Granby · QC,67138.0,43988.0
2023 Bmw,2 Series,Blainville · QC,22000.0,58950.0
2021 Mazda,CX-5,Pincourt · QC,86585.0,24477.0
2016 Nissan,Rogue,Blainville · QC,130798.0,13941.0
2021 Hyundai,Elantra Hybrid,Brossard · QC,49096.0,26985.0
2012 Hyundai,Accent,Saint-Eustache · QC,129341.0,6997.0
2020 Honda,Civic Sedan,Pincourt · QC,93969.0,19043.0
2014 Acura,ILX,Pincourt · QC,157251.0,11543.0
2018 Ram,1500,Blainville · QC,103500.0,33950.0
2022 Ford,F-150 Lightning,Saint-Eustache · QC,24000.0,82850.0
2019 Cadillac,XT4,Pincourt · QC,69800.0,30536.0
2021 Bmw,X5,Blainville · QC,44500.0,59950.0
2023 Cadillac,XT4,Pincourt · QC,17166.0,46536.0
2017 Ford,Fusion Energi,Saint-Eustache · QC,135800.0,16995.0
2021 Toyota,Corolla,Pincourt · QC,47574.0,23038.0
2022 Chevrolet,Equinox,Saint-Hyacinthe · QC,13120.0,27995.0
2020 Toyota,Camry Hybrid,Granby · QC,94243.0,26495.0
2023 Bmw,3 Series,Blainville · QC,8100.0,60476.0
2021 Hyundai,Sonata,Brossard · QC,92217.0,27985.0
2020 Jeep,Wrangler,Blainville · QC,66347.0,35987.0
2021 Hyundai,Tucson,Saint-Eustache · QC,31970.0,23994.0
2020 Mazda,CX-30,Brossard · QC,93117.0,23775.0
2024 Mitsubishi,Outlander,Blainville · QC,2000.0,47494.0
2021 Toyota,Prius Prime,Granby · QC,138111.0,21995.0
2023 Tesla,Model 3,Saint-Jerome · QC,9023.0,42995.0
2022 Chevrolet,Bolt EV,Saint-Eustache · QC,36000.0,29450.0
2023 Bmw,5 Series,Blainville · QC,8800.0,67774.0
2023 Ford,F-150,Saint-Jerome · QC,9994.0,56955.0
2019 Honda,Ridgeline,Notre-Dame-des-Prairies · QC,89124.0,34971.0
2021 Ford,Escape,Saint-Eustache · QC,42000.0,23950.0
2018 Bmw,3 Series,Pincourt · QC,70047.0,26038.0
2017 Lexus,NX 200t,Blainville · QC,117000.0,26950.0
2022 Honda,Civic Sedan,Notre-Dame-des-Prairies · QC,29059.0,29227.0
2020 Mitsubishi,Outlander,Blainville · QC,50125.0,24992.0
2019 Nissan,Qashqai,Granby · QC,45161.0,21495.0
2023 Toyota,Prius Prime,Granby · QC,14498.0,42995.0
2020 Toyota,RAV4 Hybrid,Granby · QC,49133.0,38949.0
2021 Toyota,RAV4 Hybrid,Granby · QC,70478.0,42995.0
2017 Toyota,4Runner,Blainville · QC,212800.0,24950.0
2013 Chrysler,300,Pincourt · QC,127177.0,13188.0
2021 Mazda,CX-5,Pincourt · QC,40255.0,23977.0
2020 Kia,Forte,Notre-Dame-des-Prairies · QC,97500.0,17949.0
2016 Toyota,Prius,Blainville · QC,105624.0,17987.0
2016 Jeep,Wrangler Unlimited,Pincourt · QC,92718.0,27798.0
2021 Ford,F-150,Saint-Jerome · QC,43064.0,41955.0
2023 Kia,Niro EV,Saint-Jerome · QC,18670.0,37895.0
2018 Buick,Encore,Granby · QC,193537.0,14988.0
2023 Mazda,CX-9,Blainville · QC,16843.0,42592.0
2021 Toyota,Sienna,Granby · QC,72476.0,51995.0
2019 Mazda,CX-3,Pincourt · QC,134727.0,15977.0
2020 Bmw,X4 M,Blainville · QC,40000.0,69450.0
2023 Nissan,Kicks,Saint-Eustache · QC,18293.0,25995.0
2012 Kia,Forte Koup,Granby · QC,144581.0,7988.0
2020 Honda,CR-V,Pincourt · QC,74216.0,28495.0
2016 Mitsubishi,Outlander,Blainville · QC,190681.0,13941.0
2024 Toyota,Tacoma,Montreal · QC,144.0,53688.0
2020 Hyundai,Kona,Pincourt · QC,86285.0,20114.0
2017 Mazda,MX-5 RF,Blainville · QC,30000.0,27950.0
2019 Chevrolet,Silverado 1500,Granby · QC,226500.0,25988.0
2019 Toyota,Prius,Montreal · QC,53833.0,23900.0
2023 Hyundai,Kona Electric,Saint-Jerome · QC,8509.0,34985.0
2017 Infiniti,Qx60,Granby · QC,152843.0,19988.0
2018 Bmw,X3,Granby · QC,136024.0,24988.0
2022 Volkswagen,Atlas,Granby · QC,59811.0,45988.0
2024 Bmw,X3,Blainville · QC,5000.0,84374.0
2019 Ford,F-150,Saint-Jerome · QC,105680.0,33955.0
2021 Bmw,X6,Blainville · QC,85500.0,62950.0
2020 Hyundai,Accent,Saint-Jerome · QC,37266.0,18395.0
2020 Hyundai,Santa Fe,Brossard · QC,71625.0,31985.0
2019 Hyundai,Ioniq Electric,Brossard · QC,69192.0,22445.0
2017 Chevrolet,Silverado 2500HD,Brossard · QC,156010.0,48485.0
2020 Hyundai,Elantra,Saint-Eustache · QC,101805.0,20995.0
2023 Hyundai,IONIQ 5,Brossard · QC,77.0,49975.0
2022 Honda,CR-V,Pincourt · QC,51915.0,34195.0
2018 Toyota,Prius C,Montreal · QC,62054.0,21690.0
2020 Mercedes-Benz,GLE350,Laval · QC,60658.0,54995.0
2023 Kia,Seltos,Brossard · QC,20128.0,26485.0
2018 Nissan,Qashqai,Pincourt · QC,101111.0,18038.0
2018 Chevrolet,Traverse,Granby · QC,199077.0,21988.0
2020 Mazda,Mazda3,Pincourt · QC,48539.0,22888.0
2020 Hyundai,Santa Fe,Saint-Eustache · QC,122500.0,22940.0
2020 Chevrolet,Trax,Saint-Eustache · QC,102952.0,20495.0
2022 Jeep,Wrangler 4xe,Pincourt · QC,8737.0,57543.0
2017 Bmw,6 Series,Blainville · QC,80000.0,48950.0
2022 Chevrolet,Malibu,Saint-Eustache · QC,49258.0,25995.0
2020 Ram,1500,Saint-Remi · QC,57576.0,51999.0
2018 Mercedes-Benz,GLE43 AMG,Laval · QC,84409.0,39995.0
2018 Ford,Mustang,Saint-Eustache · QC,59000.0,27750.0
2022 Mercedes-Benz,A250,Laval · QC,23121.0,38995.0
2019 Honda,Civic,Pincourt · QC,95000.0,18495.0
2020 Mercedes-Benz,A250,Laval · QC,66240.0,32995.0
2020 Volkswagen,Tiguan,Saint-Jerome · QC,46498.0,24995.0
2023 Bmw,i4,Blainville · QC,29500.0,69950.0
2021 Honda,Pilot,Notre-Dame-des-Prairies · QC,57800.0,39649.0
2017 Chevrolet,Express,Saint-Hyacinthe · QC,69940.0,31894.0
2022 Chevrolet,Bolt EUV,Brossard · QC,8206.0,39475.0
2018 Kia,Soul EV,Saint-Jerome · QC,77076.0,14985.0
2022 Volkswagen,Tiguan,Blainville · QC,20800.0,35950.0
2019 Hyundai,Kona,Saint-Jerome · QC,89990.0,18295.0
2021 Toyota,RAV4,Granby · QC,49014.0,37495.0
2010 Ford,Mustang,Brossard · QC,53570.0,49985.0
2013 Kia,Forte,Saint-Hyacinthe · QC,113804.0,9994.0
2021 Nissan,Versa,Blainville · QC,47906.0,19487.0
2020 Chevrolet,Bolt EV,Pincourt · QC,21558.0,27225.0
2019 Cadillac,XT5,Pincourt · QC,60000.0,30536.0
2019 Chevrolet,Silverado 1500,Pincourt · QC,133050.0,39853.0
2023 Volkswagen,ID.4,Saint-Eustache · QC,15000.0,39950.0
2020 Hyundai,Elantra,Saint-Jerome · QC,53296.0,18485.0
2021 Toyota,RAV4,Granby · QC,77052.0,31495.0
2024 Mitsubishi,Outlander,Blainville · QC,8500.0,51988.0
2023 Hyundai,Tucson Hybrid,Brossard · QC,68.0,43985.0
2017 Ford,C-max Energi,Saint-Eustache · QC,81993.0,17995.0
2023 Ford,Explorer,Saint-Eustache · QC,50.0,62495.0
2016 Kia,SOUL EV +,Pincourt · QC,58926.0,12937.0
2020 Hyundai,Elantra,Brossard · QC,12845.0,21795.0
2022 Chevrolet,Express,Saint-Hyacinthe · QC,19732.0,64994.0
2022 Gmc,Sierra 1500 Limited,Brossard · QC,20590.0,59985.0
2019 Nissan,Leaf,Saint-Eustache · QC,82700.0,18997.0
2021 Mercedes-Benz,GLC43 AMG,Laval · QC,52673.0,54995.0
2018 Chevrolet,Silverado 1500,Granby · QC,173488.0,26988.0
2017 Acura,MDX,Laval · QC,92138.0,28995.0
2021 Mazda,CX-5,Blainville · QC,50192.0,24987.0
2021 Toyota,RAV4,Montreal · QC,44559.0,27900.0
2020 Hyundai,Elantra,Saint-Eustache · QC,36625.0,19994.0
2020 Hyundai,Venue,Saint-Eustache · QC,69728.0,16997.0
2021 Ford,EcoSport,Saint-Eustache · QC,31500.0,26490.0
2023 Lexus,UX,Pincourt · QC,26275.0,44990.0
2020 Hyundai,Kona,Saint-Eustache · QC,63281.0,20997.0
2022 Mitsubishi,Outlander,Blainville · QC,35229.0,36492.0
2019 Honda,CR-V,Blainville · QC,45962.0,24941.0
2014 Chevrolet,Spark,Pincourt · QC,206514.0,7620.0
2024 Honda,CR-V,Pincourt · QC,5353.0,34995.0
2019 Toyota,Corolla Hatchback,Brossard · QC,181471.0,18775.0
2021 Ford,Escape,Pincourt · QC,57141.0,25543.0
2017 Toyota,Camry,Granby · QC,112779.0,17995.0
2017 Ford,Explorer,Saint-Jerome · QC,103274.0,20955.0
2018 Toyota,4Runner,Montreal · QC,133288.0,36900.0
2019 Hyundai,Tucson,Saint-Eustache · QC,97966.0,20222.0
2015 Bmw,X5,Granby · QC,111115.0,26988.0
2024 Bmw,X3,Blainville · QC,8000.0,82349.0
2018 Bmw,2 Series,Brossard · QC,86586.0,33985.0
2020 Mercedes-Benz,GLE,Pincourt · QC,81956.0,51990.0
2021 Jeep,Wrangler,Blainville · QC,59000.0,32950.0
2017 Nissan,Sentra,Brossard · QC,80669.0,15985.0
2012 Subaru,Outback,Granby · QC,221824.0,6995.0
2007 Gmc,Canyon,Pincourt · QC,216924.0,5477.0
2022 Ford,Explorer,Granby · QC,44397.0,43984.0
2023 Chevrolet,Bolt EUV,Saint-Hyacinthe · QC,15215.0,35394.0
2020 Volkswagen,e-Golf,Granby · QC,82191.0,25988.0
2020 Mazda,CX-5,Pincourt · QC,22974.0,26990.0
2020 Buick,Encore,Granby · QC,62300.0,19988.0
2021 Ford,Escape,Saint-Jerome · QC,29963.0,27955.0
2019 Kia,Forte,Saint-Jerome · QC,109416.0,13985.0
2020 Kia,Forte,Saint-Jerome · QC,78756.0,17785.0
2019 Gmc,Acadia,Granby · QC,160000.0,27988.0
2019 Ford,EcoSport,Saint-Eustache · QC,18995.0,18995.0
2018 Bmw,X3,Blainville · QC,138000.0,33950.0
2023 Kia,Niro EV,Saint-Jerome · QC,18790.0,37895.0
2017 Hyundai,SANTA FE SPORT,Saint-Eustache · QC,107968.0,18992.0
2021 Toyota,Prius Prime,Granby · QC,67644.0,25995.0
2023 Kia,Rio 5-door,Saint-Jerome · QC,14603.0,24995.0
2015 Mazda,CX-5,Pincourt · QC,139225.0,14977.0
2023 Hyundai,Tucson Hybrid,Saint-Jerome · QC,27817.0,37955.0
2023 Mercedes-Benz,GLC300,Laval · QC,10398.0,69995.0
2019 Hyundai,Elantra,Brossard · QC,61940.0,18985.0
2020 Hyundai,Kona,Blainville · QC,104915.0,19487.0
2012 Toyota,Camry,Pincourt · QC,163539.0,12638.0
2018 Hyundai,Sonata,Saint-Eustache · QC,44772.0,18994.0
2023 Genesis,GV60,Brossard · QC,8340.0,70985.0
2022 Ford,EcoSport,Saint-Jerome · QC,8851.0,24955.0
2016 Ford,FOCUS,Pincourt · QC,161316.0,8591.0
2019 Honda,HR-V,Saint-Jerome · QC,46255.0,23895.0
2024 Toyota,CROWN,Montreal · QC,13.0,55126.0
2021 Hyundai,Tucson,Brossard · QC,30739.0,27485.0
2022 Chevrolet,Silverado 1500,Drummondville · QC,39893.0,51995.0
2022 Nissan,Sentra,Saint-Eustache · QC,46199.0,24995.0
2014 Nissan,Rogue,Pincourt · QC,175973.0,9990.0
2019 Hyundai,Tucson,Blainville · QC,60592.0,24987.0
2022 Toyota,RAV4,Brossard · QC,24856.0,46985.0
2023 Cadillac,XT5,Pincourt · QC,20200.0,48036.0
2022 Acura,ILX,Blainville · QC,41000.0,31950.0
2020 Jeep,Wrangler Unlimited,Saint-Jerome · QC,92486.0,35895.0
2021 Hyundai,Kona,Pincourt · QC,139846.0,18990.0
2021 Ford,Mustang,Saint-Eustache · QC,25000.0,48850.0
2023 Mercedes-Benz,GLE450,Laval · QC,17000.0,82995.0
2021 Toyota,Camry,Saint-Jerome · QC,126808.0,28995.0
2023 Genesis,GV80,Brossard · QC,25468.0,70675.0
2020 Mercedes-Benz,C300,Laval · QC,67265.0,45995.0
2015 Ford,Fusion,Pincourt · QC,121682.0,13038.0
2020 Kia,Niro EV,Saint-Jerome · QC,70888.0,26885.0
2023 Cadillac,XT4,Pincourt · QC,9907.0,46036.0
2018 Toyota,RAV4,Pincourt · QC,90944.0,23990.0
2023 Mitsubishi,RVR,Blainville · QC,11053.0,33492.0
2016 Kia,Soul,Pincourt · QC,164792.0,9995.0
2021 Chevrolet,BOLT EV LT,Pincourt · QC,39002.0,24988.0
2018 Honda,Civic Type R,Notre-Dame-des-Prairies · QC,87000.0,36949.0
2019 Honda,HR-V,Notre-Dame-des-Prairies · QC,19630.0,23949.0
2011 Mazda,MX-5,Pincourt · QC,38308.0,19299.0
2023 Chevrolet,Colorado,Pincourt · QC,5258.0,55210.0
2021 Mazda,CX-5,Pincourt · QC,98333.0,24777.0
2017 Hyundai,Tucson,Saint-Eustache · QC,120790.0,18995.0
2022 Ford,Transit Cargo Van,Saint-Eustache · QC,45000.0,46950.0
2022 Ford,EDGE,Pincourt · QC,88532.0,29990.0
2021 Kia,Seltos,Saint-Jerome · QC,76211.0,20695.0
2021 Kia,Seltos,Saint-Jerome · QC,45016.0,25985.0
2015 Volkswagen,Golf,Saint-Eustache · QC,111890.0,12991.0
2020 Kia,Forte,Saint-Jerome · QC,34998.0,18985.0
2017 Buick,Encore,Saint-Jerome · QC,107004.0,16885.0
2019 Chevrolet,Spark,Brossard · QC,43008.0,15485.0
2022 Jeep,Wrangler,Saint-Remi · QC,17093.0,62499.0
2014 Mazda,CX-5,Blainville · QC,145187.0,12986.0
2018 Kia,Rio5,Granby · QC,31001.0,17995.0
2021 Toyota,Highlander,Pincourt · QC,35516.0,46043.0
2020 Toyota,Camry,Saint-Jerome · QC,49084.0,28995.0
2021 Cadillac,CT5,Granby · QC,41000.0,38988.0
2019 Volvo,XC60,Saint-Jerome · QC,143861.0,27985.0
2020 Volvo,XC40,Blainville · QC,65000.0,35950.0
2021 Kia,Seltos,Saint-Jerome · QC,120020.0,20895.0
2018 Hyundai,Elantra,Blainville · QC,128695.0,13487.0
2018 Hyundai,Elantra Gt,Pincourt · QC,152539.0,14495.0
2021 Mazda,CX-30,Saint-Jerome · QC,88338.0,21695.0
2022 Chevrolet,Silverado 1500 LTD,Pincourt · QC,39106.0,50877.0
2020 Ford,F-150,Granby · QC,52635.0,42988.0
2021 Toyota,Prius Prime,Pincourt · QC,59795.0,29038.0
2020 Mitsubishi,Outlander PHEV,Blainville · QC,52451.0,28992.0
2021 Mazda,CX-5,Pincourt · QC,79010.0,24977.0
2022 Gmc,Sierra 2500HD,Granby · QC,85110.0,79988.0
2009 Toyota,Camry,Granby · QC,228513.0,6995.0
2022 Mercedes-Benz,A220,Laval · QC,15063.0,38995.0
2018 Cadillac,XT5,Brossard · QC,76175.0,32985.0
2018 Mazda,CX-3,Pincourt · QC,62961.0,17995.0
2022 Hyundai,Tucson,Saint-Jerome · QC,48153.0,27795.0
2023 Gmc,Canyon,Pincourt · QC,1579.0,57997.0
2016 Audi,A5,Brossard · QC,86350.0,28485.0
2017 Hyundai,Tucson,Blainville · QC,137930.0,17986.0
2019 Hyundai,Santa Fe,Blainville · QC,120352.0,25487.0
2021 Acura,RDX,Brossard · QC,42263.0,38985.0
2020 Toyota,Corolla,Pincourt · QC,41032.0,22538.0
2017 Toyota,Corolla,Pincourt · QC,145998.0,16181.0
2019 Hyundai,Santa Fe,Granby · QC,52290.0,23988.0
2020 Kia,Forte,Saint-Jerome · QC,75761.0,17695.0
2021 Mazda,CX-5,Pincourt · QC,92701.0,24277.0
2015 Nissan,Rogue,Saint-Jerome · QC,122634.0,13295.0
2015 Audi,A5,Blainville · QC,108000.0,23950.0
2018 Kia,Sorento,Blainville · QC,115669.0,22987.0
2019 Ford,Escape,Pincourt · QC,97512.0,21298.0
2021 Ford,EDGE,Saint-Jerome · QC,86701.0,29985.0
2019 Volkswagen,Jetta,Saint-Jerome · QC,127970.0,17485.0
2023 Cadillac,XT5,Pincourt · QC,27000.0,48036.0
2020 Ford,F-150,Saint-Jerome · QC,98551.0,35955.0
2023 Kia,Sportage,Saint-Jerome · QC,57751.0,27495.0
2019 Nissan,Kicks,Saint-Eustache · QC,65246.0,21995.0
2018 Hyundai,Elantra,Granby · QC,103394.0,14995.0
2017 Chevrolet,Equinox,Saint-Hyacinthe · QC,213119.0,12494.0
2018 Bmw,X3,Blainville · QC,100800.0,29950.0
2018 Hyundai,Ioniq Electric,Blainville · QC,147706.0,14487.0
2019 Kia,Sorento,Blainville · QC,111545.0,18888.0
2021 Mazda,CX-30,Pincourt · QC,73311.0,22977.0
2019 Tesla,Model 3,Pincourt · QC,87844.0,35536.0
2016 Mazda,CX-5,Pincourt · QC,191775.0,10999.0
2012 Toyota,Sienna,Montreal · QC,149481.0,15900.0
2020 Lincoln,Navigator,Saint-Eustache · QC,63500.0,67995.0
2017 Chrysler,Pacifica,Pincourt · QC,148718.0,20543.0
2015 Volkswagen,Passat,Brossard · QC,83270.0,14985.0
2017 Volkswagen,Beetle Convertible,Pincourt · QC,79782.0,22937.0
2018 Genesis,G80,Pincourt · QC,143560.0,24977.0
2020 Mazda,Mazda3 Sport,Pincourt · QC,43653.0,23477.0
2018 Lincoln,Continental,Brossard · QC,58353.0,34985.0
2019 Toyota,Corolla,Granby · QC,83111.0,18995.0
2019 Hyundai,Elantra,Blainville · QC,84858.0,16987.0
2019 Ram,1500 Classic,Blainville · QC,119690.0,29492.0
2021 Chevrolet,SILVERADO K1500 RST,Pincourt · QC,101904.0,43522.0
2018 Acura,TLX,Saint-Hyacinthe · QC,76457.0,25494.0
2018 Mazda,CX-5,Pincourt · QC,121123.0,19977.0
2020 Ford,EcoSport,Saint-Eustache · QC,88770.0,23995.0
2019 Ram,1500 Classic,Saint-Jerome · QC,98209.0,27985.0
2021 Chevrolet,TRAVERSE LT,Pincourt · QC,47512.0,35325.0
2020 Subaru,Forester,Brossard · QC,65980.0,28975.0
2016 Chevrolet,Malibu,Blainville · QC,85694.0,15292.0
2024 Toyota,BZ4X,Montreal · QC,14.0,47107.0
2024 Toyota,RAV4,Montreal · QC,23.0,42350.0
2020 Honda,Civic,Pincourt · QC,42562.0,26495.0
2019 Gmc,Savana,Saint-Hyacinthe · QC,81300.0,46994.0
2023 Bmw,3 Series,Blainville · QC,7500.0,64418.0
2019 Hyundai,Kona,Brossard · QC,70125.0,24985.0
2017 Gmc,Sierra 1500,Granby · QC,163213.0,29984.0
2018 Bmw,X2,Saint-Jerome · QC,86991.0,22495.0
2022 Mazda,CX-30,Brossard · QC,25513.0,33985.0
2019 Gmc,Savana Cargo Van,Granby · QC,74433.0,31988.0
2019 Ram,1500,Saint-Eustache · QC,98000.0,36950.0
2017 Chevrolet,Equinox,Granby · QC,93426.0,19988.0
2022 Hyundai,Venue,Brossard · QC,71659.0,23275.0
2015 Hyundai,Elantra,Pincourt · QC,104632.0,10490.0
2021 Buick,Encore,Pincourt · QC,68461.0,22426.0
2023 Toyota,BZ4X,Pincourt · QC,14848.0,35038.0
2024 Toyota,RAV4,Montreal · QC,13.0,43784.0
2020 Bmw,3 Series,Blainville · QC,41200.0,52950.0
2019 Ford,Escape,Pincourt · QC,77583.0,19298.0
2020 Chevrolet,Colorado,Granby · QC,151957.0,35488.0
2021 Hyundai,Kona,Brossard · QC,82214.0,24485.0
2024 Bmw,X3,Blainville · QC,8700.0,65036.0
2019 Hyundai,Kona,Brossard · QC,83749.0,20974.0
2022 Chevrolet,Silverado 2500HD,Granby · QC,77796.0,65488.0
2017 Kia,Sportage,Saint-Eustache · QC,126491.0,17994.0
2013 Chevrolet,Volt,Pincourt · QC,174456.0,10996.0
2019 Hyundai,Kona,Saint-Eustache · QC,137729.0,16777.0
2014 Ford,EDGE,Brossard · QC,168000.0,13499.0
2014 Audi,A4,Blainville · QC,140621.0,14987.0
2021 Subaru,Crosstrek,Saint-Jerome · QC,28878.0,27485.0
2021 Hyundai,Kona,Brossard · QC,85178.0,24295.0
2017 Mercedes-Benz,GLC,Saint-Eustache · QC,95240.0,34995.0
2021 Jeep,Compass,Pincourt · QC,29898.0,31998.0
2024 Toyota,Corolla,Montreal · QC,10.0,25832.0
2020 Kia,Sportage,Saint-Jerome · QC,55460.0,28495.0
2021 Toyota,Corolla,Granby · QC,37483.0,23995.0
2013 Hyundai,Elantra,Pincourt · QC,116355.0,7299.0
2020 Ford,Escape,Saint-Jerome · QC,69710.0,22955.0
2022 Volkswagen,Taos,Pincourt · QC,36167.0,28043.0
2024 Toyota,CROWN,Montreal · QC,10.0,77667.0
2019 Chevrolet,Trax,Granby · QC,56641.0,18988.0
2018 Gmc,Terrain,Saint-Eustache · QC,85517.0,22994.0
2021 Nissan,Qashqai,Saint-Eustache · QC,75618.0,25995.0
2018 Gmc,Sierra 1500,Granby · QC,107957.0,29988.0
2019 Ford,Escape,Brossard · QC,110870.0,21985.0
2017 Mazda,Mazda3,Pincourt · QC,252884.0,7499.0
2019 Nissan,Qashqai,Saint-Eustache · QC,74295.0,23995.0
2010 Toyota,RAV4,Pincourt · QC,164425.0,12038.0
2020 Hyundai,Elantra,Saint-Eustache · QC,86587.0,17994.0
2018 Buick,Encore,Saint-Hyacinthe · QC,124067.0,16994.0
2014 Kia,Rio,Granby · QC,132475.0,9988.0
2010 Toyota,Prius,Brossard · QC,114805.0,12985.0
2024 Kia,Niro EV,Saint-Jerome · QC,10611.0,48695.0
2021 Toyota,RAV4,Blainville · QC,51490.0,35492.0
2015 Jeep,Renegade,Granby · QC,90848.0,12988.0
2014 Toyota,Camry,Pincourt · QC,201958.0,10490.0
2020 Mazda,CX-5,Pincourt · QC,76145.0,24977.0
2013 Kia,Forte,Saint-Hyacinthe · QC,122179.0,9994.0
2019 Gmc,Acadia,Pincourt · QC,105659.0,26188.0
2016 Chevrolet,Trax,Pincourt · QC,120284.0,11977.0
2021 Toyota,RAV4,Pincourt · QC,45147.0,29990.0
2007 Volkswagen,New Beetle Convertible,Brossard · QC,43350.0,10775.0
2020 Volkswagen,e-Golf,Pincourt · QC,65123.0,22038.0
2017 Toyota,Camry,Granby · QC,99860.0,18995.0
2021 Honda,CR-V,Pincourt · QC,70809.0,30995.0
2020 Hyundai,Ioniq Electric,Saint-Eustache · QC,43233.0,23997.0
2018 Nissan,Versa Note,Blainville · QC,89699.0,14487.0
2020 Kia,Soul EV,Granby · QC,33000.0,32488.0
2020 Bmw,X1,Blainville · QC,89000.0,24950.0
2019 Hyundai,Kona,Saint-Eustache · QC,74210.0,20994.0
